container_cif.yuv;15.4041;595763150;1873.9069;2924101
container_cif.yuv;15.4041;595763150;1873.9069;2924101
container_cif.yuv;15.1924;613121556;1969.5108;2912909
container_cif.yuv;15.4690;593370434;1847.8853;2886679
container_cif.yuv;15.4690;593370434;1847.8853;2886679
container_cif.yuv;15.7094;569990050;1746.9552;3078976
container_cif.yuv;15.5668;584093065;1805.9826;2955993
container_cif.yuv;15.4041;595763150;1873.9069;2924101
akiyo_qcif.yuv;36.3493;1003318;18.0798;51781
akiyo_qcif.yuv;44.1636;1220672;3.4804;128801
akiyo_qcif.yuv;16.7572;62187495;1382.5254;606698
akiyo_qcif.yuv;16.7572;62187495;1382.5254;606698
akiyo_qcif.yuv;16.7572;62187495;1382.5254;606698
akiyo_qcif.yuv;16.7572;62187495;1382.5254;606698
akiyo_qcif.yuv;44.1636;1220672;3.4804;128801
akiyo_qcif.yuv;16.7572;62187495;1382.5254;606698
akiyo_qcif.yuv;20.0494;35753136;662.0157;514285
akiyo_qcif.yuv;44.1636;1220672;3.4804;128801
akiyo_qcif.yuv;44.1636;1220672;3.4804;128801
akiyo_qcif.yuv;44.1636;1220672;3.4804;128801
akiyo_qcif.yuv;20.0494;35753136;662.0157;514285
akiyo_qcif.yuv;17.7856;500550;1082.7342;4758
akiyo_qcif.yuv;53.4416;5619;0.2944;1287
akiyo_qcif.yuv;53.4416;5619;0.2944;1287
akiyo_qcif.yuv;53.4416;5619;0.2944;1287
akiyo_qcif.yuv;53.4416;5619;0.2944;1287
akiyo_qcif.yuv;53.4416;5619;0.2944;1287
akiyo_qcif.yuv;53.4416;5619;0.2944;1287
akiyo_qcif.yuv;17.7856;500550;1082.7342;4758
akiyo_qcif.yuv;16.1729;682227;1569.5908;6483
akiyo_qcif.yuv;16.0054;691220;1631.3157;6550
akiyo_qcif.yuv;15.9972;74294518;1656.6150;608122
akiyo_qcif.yuv;15.9972;74294518;1656.6150;608122
akiyo_qcif.yuv;15.9972;74294518;1656.6150;608122
akiyo_qcif.yuv;44.1636;1220672;3.4804;128801
akiyo_qcif.yuv;44.1636;1220672;3.4804;128801
akiyo_qcif.yuv;44.1636;1220672;3.4804;128801
container_cif.yuv;14.2201;106927921;3240.2428;501999
container_cif.yuv;38.3306;15869790;9.5725;523062
container_cif.yuv;38.3306;15869790;9.5725;523062
container_cif.yuv;38.3306;15869790;9.5725;523062
BasketballDrive_1920x1080_50.yuv;29.5810;94025416;72.0208;9918619
BasketballDrive_1920x1080_50.yuv;91.6736;130161921;251.2401;25111343
BasketballDrive_1920x1080_50.yuv;108.0585;106921585;89.4699;23730054
BasketballDrive_1920x1080_50.yuv;108.0585;106921585;89.4699;23730054
BasketballDrive_1920x1080_50.yuv;108.0585;106921585;89.4699;23730054
BasketballDrive_1920x1080_50.yuv;108.0585;106921585;89.4699;23730054
BasketballDrive_1920x1080_50.yuv;29.5810;94025416;72.0208;23730054
BasketballDrive_1920x1080_50.yuv;29.5810;94025416;72.0208;23730054
BasketballDrive_1920x1080_50.yuv;29.5810;94025416;72.0208;23730054
BasketballDrive_1920x1080_50.yuv;29.5810;94025416;72.0208;23730054
BasketballDrive_1920x1080_50.yuv;29.5810;94025416;72.0208;23730054
BasketballDrive_1920x1080_50.yuv;29.5810;94025416;72.0208;23730054
../videosyuv/riverbed1088p.yuv;23.9567;201135906;262.0350;27627044
../videosyuv/riverbed1088p.yuv;25.6817;167171376;176.3486;24173232
riverbed1088p.yuv;25.6817;167171376;176.3486;10402734
../videosyuv/riverbed1088p.yuv;29.2822;115594846;76.8973;56084570
10;14.4939;14.2975;17.1118;17.8768;36.2200;326400
../videosyuv/riverbed1088p.yuv;25.6817;167171376;176.3486;10402734
../videosyuv/riverbed1088p.yuv;25.8592;81452000;169.4173;12017680
../videosyuv/riverbed1088p.yuv;25.8592;81452000;169.4173;5158515
../videosyuv/riverbed1088p.yuv;25.8592;81452000;169.4173;12017680
../videosyuv/riverbed1088p.yuv;29.4067;56828080;74.7751;27868529
10;14.6060;14.2702;16.9822;17.7543;36.3873;163200
../videosyuv/riverbed1088p.yuv;29.4067;56828080;74.7751;27868529
10;14.6060;14.2702;16.9822;17.7543;36.3873;163200
../videosyuv/riverbed1088p.yuv;29.4067;56828080;74.7751;63468970
10;15.3476;14.6223;15.9751;18.0200;36.0349;489600
